9628,13861,19160
9628,16949.7,26339
8851,16973.1,32480
8851,20454.7,41064
8729,18688,38470
8626,8825.31,9506
8130,8722.59,9600
8130,8627.53,9619
7615,8700.69,109487
7184,8367.19,11181
7184,8738.69,109656
7034,7829.29,9964
6753,8675.75,109666
6753,8346.72,11499
6753,9322.29,15177
6753,12559.8,20111
6753,14439.1,22938
6753,17872.6,27121
6753,19237.2,29107
6753,17948.4,31709
6753,12869.3,22515
6753,15309.4,32093
6753,13943.8,31895
6753,14911,30696
6753,17762.7,125784
6753,18789.2,33881
6734,11812.4,107717
6636,7084.8,8766
6636,7203.97,9056
6421,6955.27,9720
6421,6705.79,7839
6327,7281.87,13183
6327,7694.56,14560
6327,8004.68,13925
6327,8251.2,11559
6327,8078.25,10679
5915,8124.02,108500
5915,7167.52,10299
5915,7238.13,107835
5915,8516.61,17560
5901,9956.52,108448
5901,10904.4,17419
5901,11862.9,20274
5901,14559,24554
5901,12985.8,23159
5648,9544.09,20078
5648,9381.78,18501
5648,10966.9,107006
5358,5634.76,6407
5358,5658.93,6969
5283,5507.01,10028
5283,5633.05,10571
5283,5300.06,7091
5283,5635.87,107961
5283,5289.05,7549
5283,5318.03,7202
5283,5627.69,107671
5283,5640.31,107231
5255,5306.26,6912
5255,5290.08,7418
5255,5268.23,7315
5180,5250.03,7456
5180,5258.62,7137
5180,5197.24,7306
5180,5188.05,6716
5180,5532.62,107006
5180,5202.06,7221
5180,5541.05,106706
5180,5196.33,6678
5180,5181.53,6276
5180,5189.14,6763
5180,5208.09,7287
5180,5187.27,6828
5180,5186.21,7400
5180,5200.35,7016
5180,5209.94,6632
5180,5372.86,7465
5180,5217.76,6585
5180,5176.56,5976
5180,5166.98,5714
5180,5191.55,6547
5180,5224.95,7259
5180,5189.64,6388
5180,5197.67,6791
5180,5195.26,6613
5180,5536.86,107437
5180,5204.57,7278
5180,5193.26,6902
5180,5192.24,6454
5180,5202.32,6650
5180,5244.78,6538
5180,5332.29,6894
5180,5385,7671
5180,5191.99,6894
5180,5202.88,6978
5180,5192.51,6903
5180,5194.29,7184
5180,5183.46,7156
5180,5201.1,7184
5077,5197.23,7016
5077,5535.96,107915
5077,5094.86,6922
5077,5433.59,107362
5077,5074.06,6894
5077,5074.97,6679
5077,5082.71,6126
5077,5084.58,6454
5077,5153.78,6726
5077,5078.28,6660
5077,5419.07,107306
5039,5079.46,6416
5039,5079.84,6192
5011,5057.59,6809
5011,5391.09,107698
5011,5031.69,6800
5011,5019.6,6716
4861,5360.76,107090
4861,5018.19,6688
4861,4870.69,5910
4758,4896.59,6800
4758,4876.98,6668
4758,4769.86,5769
4683,4802.98,6987
4683,5115.72,106387
4683,4693.99,6032
4683,5023.36,106818
4683,4692.24,5938
4683,4686.97,6088
4683,4694.27,6060
4683,4705.55,6631
4683,4688.72,6004
4683,4681.84,6275
4683,5025.23,106987
4683,4707.14,6088
4683,5583.64,107118
4683,4692.77,6303
4683,5039.59,106921
4683,4687.25,6153
4608,5049.77,106865
4608,5376.39,106537
4608,4962.07,106687
4608,4616.3,6659
4608,4621.37,6078
4608,4974.86,106912
4608,4608.66,5863
4608,4622.65,6238
4608,4624.48,6471
4608,4616.43,5891
4608,4596.79,5704
4608,4613.74,6331
4608,4948.48,106462
4608,4966.47,107024
4608,4614.15,6107
4608,4614.06,6191
4608,4954.2,106762
4608,4625.86,6734
4608,5633.75,106837
4608,4617.31,6397
4608,4626.05,5994
4608,4957.35,106687
4608,4618.28,6060
4608,4611.69,6603
4608,4606.82,5938
4608,4639.63,6425
4608,4620.49,6407
4608,4953.32,106537
4608,4639.19,7211
4608,4616.93,6397
4608,4970.77,106462
4608,5308.11,106640
4608,4954.51,106837
4608,4611.22,6200
4608,4953.73,106565
4608,4615.84,6191
4608,4622.83,6500
4608,4601.73,5975
4608,4965,106912
4608,4964.46,107024
4608,4628.49,6106
4608,4627.17,7436
4608,4637.29,6603
4608,4621.86,6519
4608,4634.32,6303
4608,4632.54,6790
4608,4619.15,6257
4608,4954.94,107071
4608,4969.97,107212
4608,4963.56,106143
4608,4632.79,6631
4608,4620.58,6097
4608,4618.27,6453
4608,4660.16,7717
4608,4633.79,6472
4608,4627.17,6706
