-2,1
2,2
7,2
12,2
17,2
22,2
27,2
125,-9999
-2,1
-2,2
-2,3
-2,4
-2,5
-1,5
-1,4
-1,3
-1,2
-1,1
0,1
1,1
2,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
3,11
4,11
5,11
6,11
7,11
8,11
9,11
9,10
9,9
9,8
8,8
7,8
6,8
5,8
4,8
3,8
2,8
1,8
1,7
1,6
1,5
1,4
1,3
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
13,1
13,0
13,-1
13,-2
13,-3
13,-4
13,-5
13,-6
14,-6
15,-6
16,-6
17,-6
17,-5
17,-4
17,-3
17,-2
17,-1
17,0
17,1
17,2
17,3
17,4
18,4
19,4
20,4
21,4
22,4
22,3
22,2
22,1
22,0
22,-1
22,-2
23,-2
23,-1
23,0
23,1
23,2
23,3
23,4
23,5
23,6
23,7
23,8
23,9
23,10
23,11
23,12
23,13
23,14
24,14
25,14
26,14
27,14
27,13
27,12
27,11
27,10
27,9
27,8
27,7
27,6
27,5
27,4
27,3
27,2
85,-9999
-2,1
-3,1
-4,1
-5,1
-6,1
-6,2
-6,3
-6,4
-6,5
-6,6
-6,7
-6,8
-6,9
-6,10
-6,11
-6,12
-6,13
-6,14
-6,15
-5,15
-4,15
-3,15
-2,15
-1,15
0,15
1,15
2,15
2,14
2,13
2,12
2,11
2,10
2,9
2,8
2,7
2,6
2,5
2,4
2,3
2,2
2,1
2,0
3,0
4,0
5,0
6,0
7,0
7,1
7,2
7,3
7,4
7,5
8,5
9,5
10,5
11,5
11,4
11,3
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
23,1
23,0
23,-1
23,-2
23,-3
24,-3
25,-3
25,-2
26,-2
27,-2
27,-1
27,0
27,1
27,2
81,-9999
-2,1
-3,1
-4,1
-5,1
-6,1
-6,2
-6,3
-6,4
-6,5
-6,6
-6,7
-6,8
-6,9
-6,10
-6,11
-6,12
-6,13
-6,14
-6,15
-5,15
-4,15
-3,15
-2,15
-1,15
0,15
1,15
2,15
2,14
2,13
2,12
2,11
2,10
2,9
2,8
2,7
2,6
2,5
2,4
2,3
2,2
2,1
2,0
3,0
4,0
5,0
6,0
7,0
7,1
7,2
7,3
7,4
7,5
8,5
9,5
10,5
11,5
11,4
11,3
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
26,-1
27,-1
27,0
27,1
27,2
81,-9999
-2,1
-3,1
-4,1
-5,1
-6,1
-6,2
-6,3
-6,4
-6,5
-6,6
-6,7
-6,8
-6,9
-6,10
-6,11
-6,12
-6,13
-6,14
-6,15
-5,15
-4,15
-3,15
-2,15
-1,15
0,15
1,15
2,15
2,14
2,13
2,12
2,11
2,10
2,9
2,8
2,7
2,6
2,5
2,4
2,3
2,2
2,1
2,0
3,0
4,0
5,0
6,0
7,0
7,1
7,2
7,3
7,4
7,5
8,5
9,5
10,5
11,5
11,4
11,3
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
26,-1
27,-1
27,0
27,1
27,2
81,-9999
-2,1
-3,1
-4,1
-5,1
-6,1
-6,2
-6,3
-6,4
-6,5
-6,6
-6,7
-6,8
-6,9
-6,10
-6,11
-6,12
-6,13
-6,14
-6,15
-5,15
-4,15
-3,15
-2,15
-1,15
0,15
1,15
2,15
2,14
2,13
2,12
2,11
2,10
2,9
2,8
2,7
2,6
2,5
2,4
2,3
2,2
2,1
2,0
3,0
4,0
5,0
6,0
7,0
7,1
7,2
7,3
7,4
7,5
8,5
9,5
10,5
11,5
11,4
11,3
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
26,-1
27,-1
27,0
27,1
27,2
103,-9999
-2,1
-3,1
-4,1
-5,1
-6,1
-6,2
-6,3
-6,4
-6,5
-6,6
-6,7
-6,8
-6,9
-6,10
-6,11
-6,12
-6,13
-6,14
-6,15
-5,15
-4,15
-3,15
-2,15
-1,15
0,15
1,15
2,15
2,14
2,13
2,12
2,11
2,10
2,9
2,8
2,7
2,6
2,5
2,4
2,3
2,2
2,1
2,0
3,0
4,0
5,0
6,0
7,0
7,1
7,2
7,3
7,4
7,5
8,5
9,5
10,5
11,5
11,4
11,3
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
23,1
23,0
22,0
22,-1
22,-2
22,-3
22,-4
22,-5
23,-5
24,-5
25,-5
26,-5
27,-5
28,-5
29,-5
30,-5
31,-5
32,-5
33,-5
33,-4
33,-3
33,-2
33,-1
33,0
33,1
33,2
32,2
31,2
30,2
29,2
28,2
27,2
100,-9999
-2,1
-3,1
-4,1
-5,1
-6,1
-6,2
-6,3
-6,4
-6,5
-6,6
-6,7
-6,8
-6,9
-6,10
-6,11
-6,12
-6,13
-6,14
-6,15
-5,15
-4,15
-3,15
-2,15
-1,15
0,15
1,15
2,15
2,14
2,13
2,12
2,11
2,10
2,9
2,8
2,7
2,6
2,5
2,4
2,3
2,2
2,1
2,0
3,0
4,0
5,0
6,0
7,0
7,1
7,2
7,3
7,4
7,5
8,5
9,5
10,5
11,5
11,4
11,3
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
22,1
22,0
21,0
21,-1
21,-2
21,-3
21,-4
21,-5
22,-5
23,-5
24,-5
25,-5
26,-5
27,-5
28,-5
29,-5
30,-5
31,-5
31,-4
31,-3
31,-2
31,-1
31,0
31,1
31,2
30,2
29,2
28,2
27,2
26,2
61,-9999
-2,1
-3,1
-3,0
-2,0
-1,0
0,0
1,0
2,0
2,1
2,2
3,2
4,2
5,2
6,2
7,2
7,1
7,0
8,0
9,0
10,0
11,0
12,0
12,1
12,2
13,2
14,2
15,2
16,2
17,2
17,1
17,0
18,0
19,0
20,0
21,0
22,0
22,1
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
25,-2
25,-3
26,-3
26,-2
26,-1
27,-1
28,-1
29,-1
29,-2
28,-2
27,-2
26,-2
26,-1
26,0
26,1
26,2
27,2
59,-9999
-2,1
-3,1
-3,0
-2,0
-1,0
0,0
1,0
2,0
2,1
2,2
3,2
4,2
5,2
6,2
7,2
7,1
7,0
8,0
9,0
10,0
11,0
12,0
12,1
12,2
13,2
14,2
15,2
16,2
17,2
17,1
17,0
18,0
19,0
20,0
21,0
22,0
22,1
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
32,0
32,1
32,2
31,2
30,2
29,2
28,2
27,2
57,-9999
-2,1
-3,1
-3,0
-2,0
-1,0
0,0
1,0
2,0
2,1
2,2
3,2
4,2
5,2
6,2
7,2
7,1
7,0
8,0
9,0
10,0
11,0
12,0
12,1
12,2
13,2
14,2
15,2
16,2
17,2
17,1
17,0
18,0
19,0
20,0
21,0
22,0
22,1
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
31,0
31,1
31,2
30,2
29,2
28,2
27,2
57,-9999
-2,1
-3,1
-3,0
-2,0
-1,0
0,0
1,0
2,0
2,1
2,2
3,2
4,2
5,2
6,2
7,2
7,1
7,0
8,0
9,0
10,0
11,0
12,0
12,1
12,2
13,2
14,2
15,2
16,2
17,2
17,1
17,0
18,0
19,0
20,0
21,0
22,0
22,1
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
31,0
31,1
31,2
30,2
29,2
28,2
27,2
57,-9999
-2,1
-3,1
-3,0
-2,0
-1,0
0,0
1,0
2,0
2,1
2,2
3,2
4,2
5,2
6,2
7,2
7,1
7,0
8,0
9,0
10,0
11,0
12,0
12,1
12,2
13,2
14,2
15,2
16,2
17,2
17,1
17,0
18,0
19,0
20,0
21,0
22,0
22,1
22,2
23,2
23,1
23,0
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
31,0
31,1
31,2
30,2
29,2
28,2
27,2
57,-9999
-2,1
-3,1
-3,0
-2,0
-1,0
0,0
1,0
2,0
2,1
2,2
3,2
4,2
5,2
6,2
7,2
7,1
7,0
8,0
9,0
10,0
11,0
12,0
12,1
12,2
13,2
14,2
15,2
16,2
17,2
17,1
17,0
