30,20
5,5
20,4
90,7
88,32
330,-9999
30,20
30,19
30,18
30,17
29,17
28,17
27,17
27,16
27,15
26,15
26,14
25,14
24,14
24,13
24,12
24,11
24,10
24,9
24,8
24,7
24,6
23,6
22,6
21,6
21,5
21,4
20,4
19,4
19,5
19,6
19,7
19,8
20,8
20,9
21,9
22,9
23,9
24,9
25,9
25,10
25,11
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
38,13
38,14
39,14
40,14
41,14
42,14
42,15
42,16
42,17
43,17
44,17
45,17
46,17
46,18
46,19
47,19
48,19
49,19
49,20
49,21
49,22
50,22
50,23
50,24
50,25
50,26
51,26
51,27
51,28
51,29
52,29
52,30
53,30
53,31
53,32
53,33
53,34
53,35
53,36
53,37
53,38
54,38
55,38
56,38
57,38
57,37
57,36
58,36
59,36
59,35
59,34
59,33
60,33
61,33
61,32
61,31
61,30
62,30
63,30
64,30
65,30
66,30
67,30
68,30
69,30
69,31
69,32
69,33
69,34
70,34
70,33
70,32
71,32
71,33
71,34
72,34
73,34
74,34
75,34
75,33
76,33
76,32
77,32
78,32
79,32
80,32
80,33
81,33
82,33
83,33
83,32
83,31
83,30
83,29
84,29
85,29
86,29
87,29
88,29
88,30
88,31
88,32
22,5
22,4
22,3
22,2
21,2
20,2
19,2
18,2
17,2
16,2
16,3
16,4
15,4
15,5
15,6
15,7
15,8
14,8
13,8
12,8
12,7
12,6
12,5
11,5
10,5
9,5
9,4
8,4
7,4
6,4
5,4
5,5
14,5
14,6
14,7
14,8
15,8
16,8
16,7
16,6
17,6
18,6
18,7
18,8
18,9
19,9
20,9
20,8
21,8
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
29,6
30,6
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
42,6
42,5
42,4
42,3
42,2
42,1
42,0
43,0
43,1
44,1
45,1
45,2
46,2
47,2
47,3
47,4
47,5
47,6
47,7
47,8
47,9
48,9
49,9
50,9
51,9
52,9
52,8
53,8
53,7
53,6
53,5
54,5
55,5
56,5
57,5
58,5
59,5
60,5
61,5
62,5
63,5
64,5
65,5
65,6
65,7
66,7
67,7
67,8
67,9
67,10
68,10
69,10
69,9
69,8
69,7
69,6
69,5
70,5
70,6
71,6
71,7
71,8
72,8
72,7
72,6
72,5
73,5
73,6
74,6
74,7
74,8
75,8
75,7
75,6
76,6
77,6
78,6
79,6
79,7
80,7
80,6
80,5
80,4
80,3
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
87,3
88,3
89,3
90,3
90,4
90,5
90,6
90,7
