574.8,10258.1,213748
437.8,6123.47,47217.9
437.8,5845.12,109787
280.7,1455.94,102689
280.7,652.876,2109
280.7,550.557,2277.3
280.7,512.261,2313.6
280.7,553.147,2127.2
280.7,521.432,2771
280.7,468.209,2759.7
280.7,792.184,100984
280.7,298.676,1135.1
280.7,1293.35,300640
280.7,285.793,803.2
280.7,289.926,844.1
280.7,297.482,1035.7
258.2,623.465,100520
258.2,290.312,881.3
258.2,279.851,1090.2
258.2,284.95,1374.5
258.2,270.694,1062.9
258.2,274.706,1381.1
258.2,267.307,876.9
258.2,935.092,200483
258.2,264.141,1074.8
258.2,263.175,606.4
258.2,271.377,1280
248.8,269.063,1050.8
248.8,271.044,1088.5
248.8,310.055,1559.2
248.8,264.9,849.6
248.8,262.203,973.7
248.8,270.298,1288
248.8,262.527,919.5
248.8,262.278,1343.7
248.8,254.29,686.6
248.8,262.321,1366.8
248.8,264.989,1812.9
248.8,252.804,1153.3
248.8,264.577,1091.9
248.8,266.635,1107.1
248.8,268.592,791.1
248.8,265.119,1175
248.8,255.421,876.6
248.8,262.387,776.4
248.8,265.08,1210.2
248.8,270.156,1585.4
248.8,269.897,1422.5
248.8,266.267,1665.7
248.8,268.663,1215.9
248.8,260.127,762.4
248.8,1600.81,400697
248.8,259.204,975.9
248.8,260.391,1150.7
248.8,264.232,1106.4
248.8,271.274,1331.7
248.8,927.622,101012
248.8,269.958,1360.9
248.8,255.834,788.8
248.8,263.203,1203.1
248.8,260.764,1018.2
248.8,256.345,698.2
248.8,260.108,744.2
248.8,256.492,726
248.8,259.426,864.3
248.8,267.396,1097.8
248.8,263.873,911.3
248.8,262.692,1044.1
248.8,268.153,1252.4
248.8,600.244,100553
248.8,260.817,1083.9
248.8,262.321,805.4
248.8,267.748,1489.1
248.8,256.496,843.8
248.8,595.782,101011
248.8,270.425,905.4
248.8,1256,300440
248.8,261.765,890.4
248.8,266.411,1280.8
248.8,266.425,1011.2
248.8,599.621,100856
248.8,268.972,1057.8
248.8,259.401,749.1
248.8,271.949,1242.7
248.8,263.81,1130.4
248.8,262.282,1010.3
248.8,258.179,855.2
248.8,261.864,1055.2
248.8,266.084,1355.6
248.8,255.277,889.7
248.8,263.734,1262.8
248.8,261.066,1411.3
248.8,258.497,1016.7
235.7,257.772,1345.1
235.7,257.642,1131
235.7,948.036,101632
228.2,247.2,1210.2
228.2,247.337,940.3
210.4,240.788,1036.6
210.4,247.979,1254.7
210.4,247.107,1151.5
210.4,225.736,1309.4
210.4,226.071,901.3
210.4,559.033,100419
202.9,224.615,939
202.9,224.487,1143.6
202.9,225.221,1052.1
202.9,547.119,100343
202.9,209.912,1143.2
202.9,219.833,1007.4
202.9,219.4,1098.5
202.9,211.051,839.3
202.9,551.024,100759
202.9,210.681,1040.3
202.9,224.828,835.4
202.9,214.38,1111.9
202.9,217.631,694.9
202.9,212.894,1023.1
202.9,208.967,1073.9
202.9,213.78,894.4
202.9,212.901,856.8
202.9,210.06,1137.8
202.9,219.331,1135.6
202.9,208.952,786.6
202.9,213.428,785.7
202.9,218.371,1000.7
202.9,212.461,999
202.9,216.881,1080.9
202.9,219.395,925.8
202.9,220.061,1211.6
202.9,214.779,954.1
202.9,887.1,200751
202.9,217.582,860.6
202.9,213.517,1235.8
202.9,215.825,908.4
202.9,213.478,962
202.9,211.812,674.4
202.9,233.153,1221.9
202.9,218.946,1055.5
202.9,210.986,864.4
202.9,552.368,101505
202.9,211.403,1431
202.9,209.72,751.1
202.9,216.172,971.1
202.9,214.663,1538.3
202.9,215.964,977.9
202.9,217.478,1292.9
202.9,547.398,101275
202.9,217.712,1007.9
202.9,211.331,890.4
202.9,209.07,781.2
202.9,210.873,1023.3
202.9,223.526,1098.6
202.9,219.357,1073.1
202.9,554.433,100353
202.9,215.255,1303.5
202.9,884.96,200385
202.9,212.484,780.9
202.9,215.806,965.2
202.9,221.369,1058.4
202.9,217.579,1123.1
202.9,213.306,1241.3
202.9,212.465,731.3
202.9,206.517,521.3
202.9,212.838,1221.8
202.9,219.218,1056.2
202.9,224.574,1587.9
202.9,216.236,1191.5
202.9,205.413,527.6
202.9,216.894,988
202.9,211.997,762.3
202.9,215.49,928.9
202.9,213.069,847.5
202.9,215.607,1072.2
202.9,218.759,1563.2
202.9,227.321,1139.7
202.9,552.638,100867
202.9,213.238,888.6
202.9,214.386,1024.3
202.9,210.915,737
202.9,549.915,101177
